op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,sensor_2_roll_mean,sensor_2_baseline_drift,sensor_3_roll_mean,sensor_3_baseline_drift,sensor_4_roll_mean,sensor_4_baseline_drift,sensor_7_roll_mean,sensor_7_baseline_drift,sensor_8_roll_mean,sensor_8_baseline_drift,sensor_9_roll_mean,sensor_9_baseline_drift,sensor_11_roll_mean,sensor_11_baseline_drift,sensor_12_roll_mean,sensor_12_baseline_drift,sensor_13_roll_mean,sensor_13_baseline_drift,sensor_14_roll_mean,sensor_14_baseline_drift,sensor_15_roll_mean,sensor_15_baseline_drift,sensor_17_roll_mean,sensor_17_baseline_drift,sensor_20_roll_mean,sensor_20_baseline_drift,sensor_21_roll_mean,sensor_21_baseline_drift,cycle,true_RUL
0.0014,0.0003,642.89,1586.52,1408.38,553.02,2388.13,9042.71,47.7,521.34,2388.1,8126.54,8.4361,394,38.95,23.3086,642.5360000000001,0.3849999999999909,1589.816,-4.818000000000211,1407.4859999999999,0.10200000000008913,553.332,-0.20299999999997453,2388.1520000000005,-0.03600000000005821,9042.429999999998,1.8800000000010186,47.64,0.1180000000000021,521.174,0.17200000000002547,2388.12,-0.03300000000035652,8121.966,6.652000000000953,8.43692,-0.006149999999999878,393.2,1.1999999999999886,38.844,0.09300000000000352,23.27404,0.030529999999998836,11,72
0.0008,-0.0004,642.54,1591.81,1407.53,553.51,2388.17,9040.57,47.52,521.01,2388.15,8123.81,8.4354,392,38.85,23.1016,642.58,0.03499999999996817,1589.916,0.4719999999997526,1407.0900000000001,-0.7480000000000473,553.366,0.28700000000003456,2388.154,0.0039999999999054126,9041.778,-0.2599999999983993,47.628,-0.06199999999999761,521.1120000000001,-0.15800000000001546,2388.118,0.016999999999825377,8122.08,3.9220000000013897,8.43772,-0.006850000000000023,392.8,-0.8000000000000114,38.874,-0.006999999999997897,23.23008,-0.17646999999999835,12,71
0.0009,0.0004,642.86,1591.18,1412.22,553.02,2388.14,9037.65,47.64,521.17,2388.13,8123.39,8.4345,393,38.78,23.3358,642.5840000000001,0.3550000000000182,1588.176,-0.15800000000012915,1407.914,3.9420000000000073,553.236,-0.20299999999997453,2388.156,-0.026000000000294676,9041.062,-3.179999999998472,47.636,0.05799999999999983,521.12,0.0019999999999527063,2388.126,-0.003000000000156433,8122.6320000000005,3.502000000001317,8.439359999999999,-0.007749999999999702,393.0,0.19999999999998863,38.844,-0.07699999999999818,23.26032,0.05772999999999939,13,70
0.0015,-0.0004,642.52,1596.74,1406.12,553.95,2388.11,9039.7,47.46,521.34,2388.18,8118.58,8.4596,393,38.98,23.3368,642.594,0.014999999999986358,1589.5520000000001,5.401999999999816,1408.4299999999998,-2.158000000000129,553.262,0.7270000000000891,2388.1400000000003,-0.05600000000004002,9041.094000000001,-1.1299999999973807,47.606,-0.12199999999999989,521.174,0.17200000000002547,2388.138,0.04699999999957072,8122.594,-1.3079999999990832,8.43678,0.01735000000000042,392.8,0.19999999999998863,38.866,0.12299999999999756,23.278660000000002,0.058730000000000615,14,69
-0.0009,0.0,642.49,1588.74,1411.8,553.23,2388.09,9031.3,47.5,521.67,2388.12,8122.16,8.4388,392,38.73,23.3483,642.6600000000001,-0.014999999999986358,1590.998,-2.5980000000001837,1409.21,3.5219999999999345,553.3460000000001,0.007000000000061846,2388.1279999999997,-0.07600000000002183,9038.386,-9.529999999998836,47.56400000000001,-0.08200000000000074,521.306,0.5019999999999527,2388.136,-0.013000000000374712,8122.895999999999,2.272000000000844,8.44088,-0.003449999999999065,392.8,-0.8000000000000114,38.858000000000004,-0.12700000000000244,23.28622,0.07022999999999868,15,68
0.0034,-0.0004,642.64,1587.02,1405.48,553.6,2388.14,9038.47,47.67,521.04,2388.07,8118.76,8.4548,393,38.87,23.2173,642.6099999999999,0.1349999999999909,1591.098,-4.318000000000211,1408.6299999999999,-2.798000000000002,553.462,0.3770000000000664,2388.13,-0.026000000000294676,9037.538,-2.359999999998763,47.558,0.08800000000000097,521.246,-0.12800000000004275,2388.13,-0.06300000000010186,8121.340000000001,-1.1279999999987922,8.444619999999999,0.01255000000000095,392.6,0.19999999999998863,38.842,0.012999999999998124,23.26796,-0.06076999999999799,16,67
-0.0006,-0.0002,642.95,1593.86,1413.2,553.57,2388.14,9037.21,47.48,521.05,2388.11,8123.59,8.4598,393,38.81,23.1986,642.692,0.44500000000005,1591.508,2.521999999999707,1409.764,4.9220000000000255,553.4739999999999,0.3470000000000937,2388.124,-0.026000000000294676,9036.865999999998,-3.6199999999989814,47.55,-0.10200000000000387,521.254,-0.11800000000005184,2388.1220000000003,-0.023000000000138243,8121.296,3.702000000001135,8.4495,0.017549999999999955,392.8,0.19999999999998863,38.834,-0.046999999999997044,23.28736,-0.0794700000000006,17,66
0.0024,-0.0002,642.52,1587.13,1414.82,552.72,2388.14,9039.0,47.55,520.85,2388.14,8121.84,8.4457,393,38.8,23.3158,642.624,0.014999999999986358,1590.6979999999999,-4.208000000000084,1410.284,6.541999999999916,553.414,-0.5029999999999291,2388.124,-0.026000000000294676,9037.136,-1.8299999999981083,47.532,-0.03200000000000358,521.1899999999999,-0.31799999999998363,2388.124,0.006999999999607098,8120.986,1.952000000001135,8.451740000000001,0.0034500000000008413,392.8,0.19999999999998863,38.838,-0.05700000000000216,23.28336,0.03772999999999982,18,65
-0.0016,-0.0002,642.3,1594.64,1408.89,553.73,2388.16,9033.6,47.58,521.53,2388.07,8117.82,8.4356,393,38.64,23.2867,642.58,-0.20500000000004093,1590.278,3.3019999999999072,1410.8380000000002,0.61200000000008,553.37,0.5070000000000618,2388.1339999999996,-0.006000000000312866,9035.916,-7.2299999999977445,47.556,-0.0020000000000024443,521.228,0.36199999999996635,2388.102,-0.06300000000010186,8120.834,-2.0679999999993015,8.446940000000001,-0.0066499999999987125,392.8,0.19999999999998863,38.769999999999996,-0.21699999999999875,23.273339999999997,0.008630000000000138,19,64
-0.0004,0.0002,642.61,1587.02,1413.37,553.89,2388.18,9030.8,47.64,521.24,2388.09,8120.04,8.4743,392,38.89,23.2976,642.604,0.10500000000001819,1589.934,-4.318000000000211,1411.152,5.091999999999871,553.502,0.66700000000003,2388.1519999999996,0.013999999999668944,9035.816,-10.029999999998836,47.583999999999996,0.05799999999999983,521.142,0.07200000000000273,2388.096,-0.04300000000012005,8120.410000000001,0.15200000000095315,8.45404,0.03204999999999991,392.8,-0.8000000000000114,38.802,0.03300000000000125,23.2632,0.019529999999999603,20,63
-0.0035,0.0003,642.98,1593.42,1411.03,553.42,2388.21,9042.05,47.39,521.48,2388.18,8123.27,8.4358,393,38.85,23.3302,642.672,0.47500000000002274,1591.214,2.08199999999988,1412.2620000000002,2.7519999999999527,553.466,0.19700000000000273,2388.1659999999997,0.04399999999986903,9036.532,1.2200000000011642,47.528,-0.19200000000000017,521.2299999999999,0.3120000000000118,2388.118,0.04699999999957072,8121.312,3.382000000001426,8.45024,-0.006449999999999179,392.8,0.19999999999998863,38.797999999999995,-0.006999999999997897,23.28578,0.052130000000001786,21,62
0.0012,0.0001,642.98,1594.38,1405.76,553.34,2388.22,9036.4,47.57,522.13,2388.17,8122.97,8.4669,395,38.75,23.2634,642.678,0.47500000000002274,1591.318,3.0419999999999163,1410.774,-2.518000000000029,553.4200000000001,0.11700000000007549,2388.182,0.053999999999632564,9036.369999999999,-4.429999999998472,47.546,-0.012000000000000455,521.446,0.9619999999999891,2388.13,0.03699999999980719,8121.188,3.082000000001244,8.45166,0.02465000000000117,393.2,2.1999999999999886,38.786,-0.10699999999999932,23.298740000000002,-0.01466999999999885,22,61
0.0005,-0.0001,643.07,1583.73,1406.74,553.12,2388.09,9042.82,47.75,521.55,2388.2,8126.93,8.423,393,38.82,23.291,642.788,0.5650000000000546,1590.6380000000001,-7.608000000000175,1409.158,-1.538000000000011,553.5,-0.1029999999999518,2388.172,-0.07600000000002183,9037.134,1.9900000000016007,47.586,0.16799999999999926,521.586,0.38199999999994816,2388.142,0.06699999999955253,8122.206,7.042000000001281,8.44712,-0.019249999999999545,393.2,0.19999999999998863,38.79,-0.036999999999999034,23.293779999999998,0.012930000000000774,23,60
0.0028,0.0003,642.96,1585.42,1411.03,553.32,2388.18,9041.18,47.44,521.16,2388.16,8119.73,8.4538,393,38.94,23.2866,642.9200000000001,0.4550000000000409,1588.794,-5.91800000000012,1409.5859999999998,2.7519999999999527,553.418,0.09700000000009368,2388.1760000000004,0.013999999999668944,9038.65,0.3500000000021828,47.55800000000001,-0.142000000000003,521.512,-0.008000000000038199,2388.16,0.02699999999958891,8122.588000000001,-0.15799999999944703,8.450759999999999,0.011549999999999727,393.2,0.19999999999998863,38.85,0.08299999999999841,23.29376,0.00853000000000037,24,59
0.0005,-0.0003,642.85,1588.9,1406.17,553.13,2388.11,9042.02,47.76,521.25,2388.16,8121.75,8.4468,393,38.77,23.3594,642.9680000000001,0.3450000000000273,1589.17,-2.438000000000102,1408.146,-2.1079999999999472,553.266,-0.09299999999996089,2388.162,-0.05600000000004002,9040.894,1.1900000000023283,47.582,0.17799999999999727,521.5139999999999,0.08199999999999363,2388.174,0.02699999999958891,8122.93,1.8620000000009895,8.44526,0.004550000000000054,393.4,0.19999999999998863,38.826,-0.08699999999999619,23.30612,0.08133000000000123,25,58
-0.0006,0.0003,642.91,1593.26,1414.25,553.77,2388.11,9042.37,47.49,521.08,2388.16,8119.59,8.4347,394,38.8,23.2159,642.954,0.4049999999999727,1589.1380000000001,1.921999999999798,1408.79,5.97199999999998,553.336,0.5470000000000255,2388.142,-0.05600000000004002,9040.958,1.540000000002692,47.602,-0.09199999999999875,521.434,-0.08799999999996544,2388.1699999999996,0.02699999999958891,8122.194,-0.29799999999886495,8.44504,-0.007550000000000168,393.6,1.1999999999999886,38.816,-0.05700000000000216,23.283260000000002,-0.06216999999999828,26,57
0.0055,0.0002,642.64,1597.7,1408.43,552.46,2388.08,9041.01,47.57,521.68,2388.16,8117.83,8.4725,392,38.75,23.3633,642.8860000000001,0.1349999999999909,1589.8020000000001,6.361999999999853,1409.324,0.15200000000004366,553.1600000000001,-0.76299999999992,2388.114,-0.0860000000002401,9041.880000000001,0.18000000000211003,47.602,-0.012000000000000455,521.344,0.5119999999999436,2388.168,0.02699999999958891,8121.166,-2.0579999999990832,8.44616,0.030250000000000554,393.0,-0.8000000000000114,38.816,-0.10699999999999932,23.30324,0.08522999999999925,27,56
0.0001,-0.0,643.25,1596.56,1408.98,553.44,2388.14,9045.99,47.59,521.53,2388.11,8121.77,8.4467,393,38.88,23.2817,642.9219999999999,0.7450000000000045,1592.368,5.221999999999753,1409.7720000000002,0.7019999999999982,553.2239999999999,0.21700000000009823,2388.124,-0.026000000000294676,9042.514,5.1600000000016735,47.57,0.008000000000002672,521.3399999999999,0.36199999999996635,2388.1499999999996,-0.023000000000138243,8120.134,1.882000000001426,8.4509,0.004450000000000287,393.0,0.19999999999998863,38.827999999999996,0.02300000000000324,23.30138,0.0036300000000011323,28,55
0.0025,-0.0001,643.16,1590.16,1405.78,553.18,2388.07,9033.58,47.66,521.29,2388.13,8120.49,8.434,393,38.76,23.3296,642.962,0.6549999999999727,1593.316,-1.178000000000111,1408.7220000000002,-2.4980000000000473,553.196,-0.043000000000006366,2388.102,-0.09600000000000364,9040.994,-7.249999999998181,47.614,0.07799999999999585,521.366,0.12199999999995725,2388.1440000000002,-0.003000000000156433,8120.286,0.6020000000007713,8.44694,-0.008250000000000313,393.0,0.19999999999998863,38.791999999999994,-0.09700000000000131,23.30998,0.05152999999999963,29,54
-0.0014,-0.0004,642.48,1592.14,1412.52,553.32,2388.14,9037.63,47.56,521.0,2388.16,8120.47,8.4217,393,38.75,23.2843,642.888,-0.024999999999977263,1593.9640000000002,0.8019999999999072,1409.992,4.241999999999962,553.234,0.09700000000009368,2388.108,-0.026000000000294676,9040.115999999998,-3.1999999999989086,47.574,-0.021999999999998465,521.316,-0.16800000000000637,2388.1440000000002,0.02699999999958891,8120.030000000001,0.5820000000012442,8.44192,-0.020550000000000068,393.0,0.19999999999998863,38.788,-0.10699999999999932,23.29496,0.006230000000002178,30,53
0.0003,-0.0003,642.62,1596.26,1408.5,553.55,2388.12,9041.57,47.65,520.85,2388.15,8122.06,8.4177,394,38.72,23.2586,642.83,0.1150000000000091,1594.5639999999999,4.921999999999798,1408.842,0.22199999999998,553.1899999999999,0.3269999999999982,2388.1099999999997,-0.046000000000276486,9039.956,0.7400000000016007,47.606,0.06799999999999784,521.27,-0.31799999999998363,2388.1420000000003,0.016999999999825377,8120.524,2.1720000000013897,8.43852,-0.024549999999999628,393.0,1.1999999999999886,38.772,-0.13700000000000045,23.3035,-0.019469999999998322,31,52
-0.0005,-0.0003,642.26,1600.72,1402.62,552.82,2388.17,9030.68,47.56,520.72,2388.12,8115.77,8.4551,392,38.75,23.206,642.7540000000001,-0.24500000000000455,1595.1680000000001,9.381999999999834,1407.6799999999998,-5.658000000000129,553.262,-0.4029999999999063,2388.1279999999997,0.0039999999999054126,9037.89,-10.149999999997817,47.604,-0.021999999999998465,521.0780000000001,-0.4479999999999791,2388.1339999999996,-0.013000000000374712,8120.112000000001,-4.117999999998574,8.435039999999999,0.01285000000000025,393.0,-0.8000000000000114,38.772,-0.10699999999999932,23.27204,-0.07207000000000008,32,51
-0.0001,0.0005,641.95,1590.24,1408.63,553.5,2388.19,9036.86,47.49,521.03,2388.16,8117.91,8.4222,392,38.88,23.2495,642.494,-0.55499999999995,1593.904,-1.0980000000001837,1407.6100000000001,0.35200000000008913,553.274,0.27700000000004366,2388.138,0.023999999999887223,9036.064,-3.969999999997526,47.584,-0.09199999999999875,520.978,-0.13800000000003365,2388.1440000000002,0.02699999999958891,8119.340000000001,-1.977999999999156,8.43014,-0.020049999999999457,392.8,-0.8000000000000114,38.772000000000006,0.02300000000000324,23.2656,-0.02856999999999843,33,50
-0.0022,-0.0002,642.4,1584.58,1405.26,553.23,2388.17,9045.5,47.51,521.04,2388.12,8121.33,8.406,393,38.73,23.2846,642.342,-0.10500000000001819,1592.788,-6.758000000000266,1407.5059999999999,-3.018000000000029,553.284,0.007000000000061846,2388.158,0.0039999999999054126,9038.448,4.670000000001892,47.554,-0.07200000000000273,520.928,-0.12800000000004275,2388.142,-0.013000000000374712,8119.508,1.4420000000009168,8.42454,-0.036249999999999005,392.8,0.19999999999998863,38.766000000000005,-0.12700000000000244,23.256600000000002,0.006530000000001479,34,49
-0.0,0.0001,642.16,1594.7,1411.34,553.51,2388.13,9038.22,47.41,522.0,2388.13,8115.74,8.4362,394,38.65,23.2452,642.278,-0.3450000000000273,1593.3,3.3619999999998527,1407.27,3.061999999999898,553.322,0.28700000000003456,2388.156,-0.03600000000005821,9038.566,-2.609999999998763,47.524,-0.17200000000000415,521.1279999999999,0.8319999999999936,2388.136,-0.003000000000156433,8118.562,-4.147999999999229,8.42744,-0.006050000000000111,393.0,1.1999999999999886,38.746,-0.20700000000000074,23.248780000000004,-0.03286999999999907,35,48
-0.0007,0.0,642.84,1592.56,1414.37,553.83,2388.19,9036.39,47.69,521.23,2388.08,8114.49,8.3958,391,38.98,23.2442,642.322,0.3350000000000364,1592.56,1.2219999999997526,1408.444,6.091999999999871,553.378,0.6070000000000846,2388.17,0.023999999999887223,9037.53,-4.43999999999869,47.532,0.10799999999999699,521.204,0.06200000000001182,2388.1220000000003,-0.05300000000033833,8117.048,-5.397999999999229,8.42306,-0.0464500000000001,392.4,-1.8000000000000114,38.798,0.12299999999999756,23.2459,-0.03387000000000029,36,47
-0.0009,-0.0003,642.64,1596.7,1400.39,553.03,2388.15,9040.66,47.53,520.79,2388.2,8115.11,8.4183,393,38.85,23.2586,642.398,0.1349999999999909,1591.756,5.361999999999853,1407.998,-7.88799999999992,553.42,-0.19299999999998363,2388.166,-0.016000000000076398,9039.526000000002,-0.16999999999825377,47.525999999999996,-0.0519999999999996,521.218,-0.37800000000004275,2388.138,0.06699999999955253,8116.916,-4.777999999999338,8.415700000000001,-0.02394999999999925,392.6,0.19999999999998863,38.818,-0.006999999999997897,23.25642,-0.019469999999998322,37,46
-0.003,0.0004,642.91,1587.31,1408.49,553.2,2388.13,9039.7,47.71,521.61,2388.09,8118.23,8.4369,393,38.67,23.2556,642.5899999999999,0.4049999999999727,1591.17,-4.028000000000247,1407.97,0.21199999999998909,553.36,-0.02299999999991087,2388.154,-0.03600000000005821,9040.094000000001,-1.1299999999973807,47.56999999999999,0.1280000000000001,521.3340000000001,0.4420000000000073,2388.124,-0.04300000000012005,8116.9800000000005,-1.657999999999447,8.41864,-0.005349999999999966,392.8,0.19999999999998863,38.775999999999996,-0.1869999999999976,23.257640000000002,-0.022469999999998436,38,45
0.0018,-0.0002,641.97,1590.62,1415.24,552.99,2388.15,9038.86,47.69,521.33,2388.1,8121.37,8.4684,392,38.66,23.3412,642.504,-0.5349999999999682,1592.3780000000002,-0.718000000000302,1409.966,6.961999999999989,553.312,-0.23299999999994725,2388.15,-0.016000000000076398,9038.766,-1.9699999999975262,47.605999999999995,0.10799999999999699,521.392,0.16200000000003456,2388.12,-0.03300000000035652,8116.987999999999,1.4820000000008804,8.43112,0.026150000000001228,392.6,-0.8000000000000114,38.762,-0.19700000000000273,23.26896,0.06313000000000102,39,44
0.0016,-0.0003,643.04,1585.89,1408.39,552.93,2388.16,9040.45,47.53,521.49,2388.13,8119.97,8.4284,394,38.62,23.2774,642.6800000000001,0.5349999999999682,1590.616,-5.448000000000093,1409.376,0.11200000000008004,553.196,-0.29300000000000637,2388.156,-0.006000000000312866,9039.212,-0.37999999999738066,47.629999999999995,-0.0519999999999996,521.2900000000001,0.32200000000000273,2388.12,-0.003000000000156433,8117.834,0.08200000000124419,8.42956,-0.013849999999999696,392.6,1.1999999999999886,38.756,-0.23700000000000188,23.275399999999998,-0.0006699999999995043,40,43
0.0003,-0.0002,642.5,1595.86,1409.37,553.03,2388.13,9040.88,47.66,521.35,2388.16,8121.3,8.4079,392,38.98,23.2079,642.612,-0.0049999999999954525,1591.276,4.521999999999707,1408.376,1.0919999999998709,553.036,-0.19299999999998363,2388.1440000000002,-0.03600000000005821,9040.11,0.050000000001091394,47.624,0.07799999999999585,521.3140000000001,0.18200000000001637,2388.136,0.02699999999958891,8119.195999999999,1.4120000000011714,8.43198,-0.03434999999999988,392.8,-0.8000000000000114,38.75599999999999,0.12299999999999756,23.26814,-0.07017000000000095,41,42
-0.0001,0.0002,643.06,1581.44,1403.07,553.48,2388.12,9034.66,47.71,521.19,2388.12,8124.58,8.4389,392,38.62,23.1963,642.696,0.55499999999995,1588.2240000000002,-9.898000000000138,1408.9119999999998,-5.208000000000084,553.126,0.25700000000006185,2388.138,-0.046000000000276486,9038.91,-6.169999999998254,47.66,0.1280000000000001,521.394,0.022000000000048203,2388.12,-0.013000000000374712,8121.089999999999,4.692000000000917,8.4361,-0.003349999999999298,392.6,-0.8000000000000114,38.709999999999994,-0.23700000000000188,23.25568,-0.08176999999999879,42,41
0.0002,-0.0004,642.87,1586.81,1404.99,553.33,2388.17,9041.42,47.46,520.57,2388.14,8115.16,8.4373,392,38.77,23.2997,642.688,0.3650000000000091,1588.124,-4.528000000000247,1408.212,-3.288000000000011,553.152,0.10700000000008458,2388.1459999999997,0.0039999999999054126,9039.254,0.5900000000019645,47.61,-0.12199999999999989,521.186,-0.5979999999999563,2388.13,0.006999999999607098,8120.476000000001,-4.727999999999156,8.43618,-0.004949999999999122,392.4,-0.8000000000000114,38.730000000000004,-0.08699999999999619,23.2645,0.021630000000001814,43,40
-0.0015,-0.0005,642.69,1598.04,1414.05,553.62,2388.1,9040.69,47.55,521.13,2388.12,8122.51,8.4527,392,38.84,23.2552,642.832,0.18500000000005912,1589.608,6.701999999999771,1407.974,5.7719999999999345,553.278,0.3970000000000482,2388.136,-0.0660000000002583,9039.619999999999,-0.13999999999759893,47.58200000000001,-0.03200000000000358,521.1460000000001,-0.038000000000010914,2388.1339999999996,-0.013000000000374712,8120.704,2.622000000001208,8.43304,0.010450000000000514,392.4,-0.8000000000000114,38.766000000000005,-0.016999999999995907,23.247300000000003,-0.022870000000001056,44,39
-0.0013,-0.0002,643.13,1588.86,1408.27,553.0,2388.15,9041.16,47.52,521.01,2388.12,8118.02,8.4002,393,38.91,23.3027,642.85,0.625,1590.2019999999998,-2.478000000000293,1407.95,-0.008000000000038199,553.292,-0.22299999999995634,2388.134,-0.016000000000076398,9039.761999999999,0.33000000000174623,47.58,-0.06199999999999761,521.05,-0.15800000000001546,2388.132,-0.013000000000374712,8120.314,-1.867999999998574,8.4274,-0.0420499999999997,392.2,0.19999999999998863,38.824,0.05299999999999727,23.252360000000003,0.024630000000001928,45,38
