BPFO_x1_ratio,BPFO_x2_ratio,BPFO_x3_ratio,BPFI_x1_ratio,BPFI_x2_ratio,BPFI_x3_ratio,BSF_x1_ratio,BSF_x2_ratio,BSF_x3_ratio,rms,kurtosis,window_idx,fault_type
0.10104512493834256,0.03457805037590061,0.09008619208071725,0.1725744204657062,0.09008619208071725,0.033330904955421146,0.09024946823930105,0.034573476636320696,0.03457805037590061,0.6090070715132776,0.7762769248198902,17,IR
0.0959660798024732,0.046519186423900516,0.08631985889914141,0.17369134825919988,0.08631985889914141,0.03331997125419212,0.09697453587838778,0.03282160893451088,0.046519186423900516,0.5995924588951254,0.6901505854712164,18,IR
0.0865595183930493,0.03862362894203669,0.08850740143364134,0.18308881968611415,0.08850740143364134,0.03603697998497173,0.1379295187887671,0.026557965388419036,0.03862362894203669,0.6048640643996089,1.3331846067812085,19,IR
0.08540569727271706,0.03668818134661443,0.08919825990975498,0.1846781582035632,0.08919825990975498,0.03600783761740647,0.12208212199988967,0.03292572539638854,0.03668818134661443,0.6267421208429602,1.052286487100031,20,IR
0.073805748794473,0.04160801490599218,0.08805757498882488,0.18360731541375466,0.08805757498882488,0.03536398607292304,0.11142958831025597,0.029995325544280377,0.04160801490599218,0.6197509785597107,1.2504132564834887,21,IR
0.07866392696081044,0.04354850205575969,0.098361534023995,0.18832158509867633,0.098361534023995,0.039476893655207096,0.11572346415995784,0.04080599218829301,0.04354850205575969,0.6128225154894509,0.787923892530336,22,IR
0.09231181969755686,0.042852323951284035,0.08750382814323243,0.18712033953413132,0.08750382814323243,0.034044970630235094,0.13670393234120587,0.03796849576620122,0.042852323951284035,0.6344598902247918,0.9957109935786903,23,IR
0.06133263893907693,0.044598322469383285,0.09598469668463738,0.1691552856379782,0.09598469668463738,0.033159940443746934,0.1497406061125536,0.0451262210628422,0.044598322469383285,0.6135117973256757,1.0515280297710285,24,IR
0.06298214562166123,0.03209130753397684,0.09429871207549921,0.1910524666389582,0.09429871207549921,0.037448851135943546,0.11969400053059676,0.04582334609036423,0.041092225403722836,0.6431548679441424,0.9448057968181995,25,IR
0.0684887398185128,0.025900843417725253,0.10391738924810062,0.17625706745265962,0.10391738924810062,0.03389908948183093,0.08495183482897724,0.03941942376349156,0.042380547540380765,0.6638778126877932,0.4319253660228042,26,IR
0.05491107606967931,0.04181735401301139,0.0811649612602682,0.18611605483399685,0.0811649612602682,0.03206386527563876,0.10232100756368569,0.05838727153012319,0.049028074745915064,0.6100151573963589,0.542802596553893,27,IR
0.0635975801047761,0.03489857768760464,0.09450745670200036,0.16723979236627592,0.09450745670200036,0.030409191910754953,0.1576007986752564,0.07944966416332636,0.04743505907827335,0.60069813797205,0.9537143440896458,28,IR
0.0822231127222049,0.05168021175595458,0.08791643340373358,0.17265864144326418,0.08791643340373358,0.028815241586585875,0.14666737370360064,0.05907442574982129,0.05198739147878369,0.6364162847481676,1.1540141761760907,29,IR
0.056881280974572936,0.05123694273313454,0.08087109417388788,0.18699656327099395,0.08087109417388788,0.03021770340447942,0.11046292583345871,0.0475191144564862,0.04686787139399623,0.6363246676374773,0.7917542871002947,30,IR
0.06630387480467942,0.03661004794588918,0.08153885305679327,0.17777543971126453,0.08153885305679327,0.030790241126385745,0.07934168758688546,0.06603218693960075,0.05218181184671273,0.6469805206645314,0.6939824469406926,31,IR
0.08528458245160937,0.039169857705834386,0.07964435881929605,0.1741071020173623,0.07964435881929605,0.02751254069529411,0.10321402447347205,0.07955223633666121,0.05919756732917509,0.620206185156185,0.8626178781297869,32,IR
0.0938155887037792,0.029584829977981966,0.08546487330881142,0.16280368168240678,0.08546487330881142,0.03242534756266603,0.14235937770434082,0.053427309292777385,0.03398646749243375,0.6261412773486682,1.156781152830689,33,IR
0.11398496035265483,0.030226623763349073,0.08615162564571485,0.17431331755959573,0.08615162564571485,0.03254937015509486,0.10188998458493272,0.03752838769013484,0.06221896063099226,0.6037450953472316,0.9503185604799538,34,IR
0.09571970303120864,0.02589142390700645,0.09244298436519564,0.17779781118677818,0.09244298436519564,0.03189377505687835,0.10488036307213201,0.060390730295279076,0.04894726934006572,0.6312228330992495,1.1978339293255402,35,IR
0.11323908604057199,0.026816697037302693,0.09599561144828597,0.18175554615607512,0.09599561144828597,0.030081533714490363,0.10741511974230816,0.04591286308387903,0.03643714605377823,0.6258015246357168,1.139651688389427,36,IR
0.10721537044224078,0.025283041123999466,0.09284863922510943,0.18373640371892616,0.09284863922510943,0.03160385712275282,0.08863246462399038,0.04734934867739424,0.030234418667064174,0.6471905904837097,0.7034250256576509,37,IR
0.08928522807568456,0.028297649064623585,0.09048247175701095,0.17560226414215466,0.09048247175701095,0.03280273444360684,0.13911377961944302,0.04501394017540194,0.028297649064623585,0.5789381199717772,1.431703239277529,38,IR
0.10570076904278929,0.03494777224385495,0.09111658723908499,0.18048594176602967,0.09111658723908499,0.032678790162813054,0.10638691893582637,0.04844833599990421,0.03494777224385495,0.6035146113448799,0.8830077374614111,39,IR
0.09362780595756327,0.040919022290703155,0.08672267239083212,0.1716304222799571,0.08672267239083212,0.03338601380710198,0.13663074956246996,0.04110744681598058,0.040919022290703155,0.600326351844696,1.5743555415504407,40,IR
0.06913744145056384,0.04431521069704013,0.0829513282318056,0.1804229530786775,0.0829513282318056,0.030052463413632574,0.08965129094369095,0.05884688000181815,0.04431521069704013,0.6185988710904958,0.9375274377351484,41,IR
0.09329412006748705,0.02358623662971372,0.09902420268965818,0.1874218607267369,0.09902420268965818,0.029204572026175955,0.10530102905101799,0.06115725706990543,0.02358623662971372,0.6203587725212698,1.2893912691836178,42,IR
0.06239923846035036,0.025711545600233674,0.10331878426214472,0.18677668782796156,0.10331878426214472,0.038091113763749324,0.13645610183849316,0.049713452664319736,0.025711545600233674,0.6269538526905759,1.4530690097910117,43,IR
0.07175645976752403,0.031065982469391868,0.10211319475334352,0.1753614120440822,0.10211319475334352,0.037196701777387355,0.1353276749139606,0.05006842847590865,0.027233425926284503,0.6217679233848058,1.3606762975420228,44,IR
0.05467114380277477,0.03884576659817943,0.0888578678457848,0.1736806859654144,0.0888578678457848,0.03542522700009427,0.1523645892671934,0.051816686761015626,0.03884576659817943,0.5840398547054692,1.4771934145240602,45,IR
0.06399794605666898,0.048724861617522146,0.10409790802225707,0.1924826364005771,0.10409790802225707,0.03041041817419361,0.13061078319726332,0.05705081990552896,0.048724861617522146,0.6049175338741049,0.9313993706527892,46,IR
0.06714462092443937,0.03412937145480346,0.09678945422685907,0.18301269496702482,0.09678945422685907,0.0324640414731113,0.11726483265961009,0.03748402423456858,0.036794148901953774,0.6002764459167725,0.8148302585734615,47,IR
0.08373281018517902,0.025048906440938216,0.09963675681873539,0.1681219334874141,0.09963675681873539,0.03154386561238847,0.12978637454342298,0.05813754382833949,0.037270573917157185,0.5916014073309043,0.5797023641604477,48,IR
0.06165129775648022,0.038322157367243884,0.09250443868870065,0.1803494906890314,0.09250443868870065,0.03071472705944809,0.142325349363728,0.07214763570908019,0.05305230978733358,0.613546948189614,0.775506462112761,49,IR
0.05889353674620573,0.0376895880472802,0.08988450837949878,0.16930277795269605,0.08988450837949878,0.027688390713828177,0.138263726009844,0.06757375438526578,0.04903685837601377,0.5924817081697394,1.0781082898047636,50,IR
0.051038571442805,0.05513459657294949,0.0778695052714629,0.188296197148405,0.0778695052714629,0.028064965499724107,0.12071385275197336,0.05698673303899255,0.051692802740901905,0.5908223911281716,0.8441693189841875,51,IR
0.08428004340282674,0.043375237091580525,0.09194304021090374,0.18191720360616545,0.09194304021090374,0.02909650076324098,0.11737242375776155,0.06723351683329204,0.03808719064678517,0.6224252950119644,0.7014807183969722,52,IR
0.09956108922489859,0.044617727083503124,0.08417091368149014,0.18683047725549082,0.08417091368149014,0.034769470326849586,0.09008357296058735,0.06437912277240823,0.029752273292319487,0.6398513264083406,0.6248168902063722,53,IR
0.09430909124867182,0.023500650167344688,0.09253392320289645,0.18376631858201034,0.09253392320289645,0.02837675330992853,0.13375443653620803,0.06141909122195951,0.039039776755740475,0.5888489133191117,0.5385145952016352,54,IR
0.07108673459654787,0.041493041547197435,0.08837906263818973,0.17293796557968025,0.08837906263818973,0.02539532971844242,0.12788222317525455,0.057831315172589805,0.041493041547197435,0.6177445436338109,1.1347408527572354,55,IR
0.09001354167103645,0.0334253890081204,0.08426744914691257,0.17907756466839514,0.08426744914691257,0.027230780088450243,0.11820689483675335,0.05386790015405808,0.03237809559561144,0.6589380575824763,1.2687128981014544,56,IR
0.09882766389867313,0.030336701665441695,0.08745889925062596,0.19232365420770267,0.08745889925062596,0.03164636789850832,0.10336022032415734,0.039710059679807536,0.0295623513333025,0.6438447311486647,1.1174452873029468,57,IR
0.08901033973502046,0.030734682508157127,0.0840794913637042,0.17659669194562078,0.0840794913637042,0.031292914493955444,0.0726815260870107,0.04433132175375408,0.030734682508157127,0.609511900655451,0.9116898037437204,58,IR
